기준일,시도,시군구,먹는치료제 처방기관,전화번호,주소
24년 09월 16일 06시,충북,충주시,안기현이비인후과의원,043-843-8866,"충청북도 충주시 계명대로 30, 2.3.5층 (칠금동)"
24년 09월 16일 06시,충북,청주서원구,늘푸른소아청소년과의원,043-295-5955,"충청북도 청주시 서원구 1순환로1107번길 42, 202호 (분평동, 대상빌딩)"
24년 09월 16일 06시,충북,청주흥덕구,속시원한내과의원,043-262-5559,"충청북도 청주시 흥덕구 송화로150번길 21, 3층 302호 (송절동)"
24년 09월 16일 06시,충북,제천시,노병연내과의원,043-644-6670,"충청북도 제천시 의림대로 153, 3층 (의림동)"
24년 09월 16일 06시,충북,청주흥덕구,의료법인 한미의료재단 김숙자소아청소년병원,043-263-8280,"충청북도 청주시 흥덕구 직지대로 745-0, 김숙자소아.청소년병원"
24년 09월 16일 06시,충북,청주청원구,오창중앙병원,043-218-0119,"충청북도 청주시 청원구 오창읍 중부로 683, (오창읍)"
24년 09월 16일 06시,충북,제천시,위성목신경외과의원,043-648-8797,"충청북도 제천시 의림대로 122, (중앙로2가)"
24년 09월 16일 06시,충북,옥천군,열린가정의학과의원,043-733-5375,"충청북도 옥천군 옥천읍 삼금로 55, 2층"
24년 09월 16일 06시,충북,제천시,푸른의원,043-647-7701,"충청북도 제천시 하소로 48, (하소동)"
24년 09월 16일 06시,충북,청주흥덕구,수이비인후과의원,231-8844,"충청북도 청주시 흥덕구 대농로 43, 321호 (복대동, 신영지웰시티)"
24년 09월 16일 06시,충북,청주흥덕구,성심의원,043-278-9970,"충청북도 청주시 흥덕구 옥산면 옥산시내1길 48, 1층 101호"
24년 09월 16일 06시,충북,옥천군,예인의원,043-733-4384,"충청북도 옥천군 옥천읍 관성로 5, 2층"
24년 09월 16일 06시,충북,음성군,제일연합의원,043-872-7582,"충청북도 음성군 음성읍 수정로 61, (홍우빌딩)"
24년 09월 16일 06시,충북,충주시,샘여성산부인과의원,043-856-5539,"충청북도 충주시 봉계1길 58, (칠금동)"
24년 09월 16일 06시,충북,청주서원구,열린이비인후과의원,043-236-3328,"충청북도 청주시 서원구 장전로6번길 34, 2,4층 (성화동)"
24년 09월 16일 06시,충북,청주서원구,기운찬연합의원,043-900-2332,"충청북도 청주시 서원구 산남로 4, 푸른타워 2층 (산남동)"
24년 09월 16일 06시,충북,청주청원구,코월드이비인후과의원,043-254-5075,"충청북도 청주시 청원구 상당로 291, (내덕동)"
24년 09월 16일 06시,충북,청주흥덕구,강서서울연합의원,043-234-0075,"충청북도 청주시 흥덕구 비하로 1, 1(일부)~3층 (비하동)"
24년 09월 16일 06시,충북,충주시,세종정형외과의원,043-842-8776,"충청북도 충주시 국원대로 184, (연수동, 연수빌딩)"
24년 09월 16일 06시,충북,청주서원구,연세연합의원,043-275-5884,"충청북도 청주시 서원구 모충로104번길 5, 2,3층 (모충동)"
24년 09월 16일 06시,충북,청주흥덕구,굿모닝소아청소년과의원,043-234-3343,"충청북도 청주시 흥덕구 오송읍 오송생명로 186, 3층 301호 (오송프라자)"
24년 09월 16일 06시,충북,옥천군,서울신통의원,043-733-7579,"충청북도 옥천군 옥천읍 금장로 28, (옥천읍)"
24년 09월 16일 06시,충북,영동군,명가정의학과의원,043-745-7578,"충청북도 영동군 영동읍 영동천2길 1, 1"
24년 09월 16일 06시,충북,진천군,두리이비인후과의원,043-537-9901,"충청북도 진천군 진천읍 중앙동8길 6, 3층"
24년 09월 16일 06시,충북,진천군,장사랑연합내과의원,043-536-6900,"충청북도 진천군 진천읍 중앙북5길 3-6, 3,4층"
24년 09월 16일 06시,충북,충주시,현대연합의원,043-851-7582,"충청북도 충주시 국원대로 185, (금릉동)"
24년 09월 16일 06시,충북,제천시,아빠맘소아청소년과의원,043-643-5275,"충청북도 제천시 용두천로 98, (남천동)"
24년 09월 16일 06시,충북,청주청원구,청주엔도내과의원,043-213-7576,"충청북도 청주시 청원구 상당로 233, 3,4,5층 (우암동)"
24년 09월 16일 06시,충북,진천군,우리가정의학과의원,043-537-9945,"충청북도 진천군 덕산읍 연미로 76, 다인리치빌딩 2층 202호"
24년 09월 16일 06시,충북,청주청원구,오창드림이비인후과의원,043-217-3100,"충청북도 청주시 청원구 오창읍 2산단로 142, 301호"
24년 09월 16일 06시,충북,청주청원구,다올내과의원,043-215-6655,"충청북도 청주시 청원구 사뜸로 54, 201호 (율량동)"
24년 09월 16일 06시,충북,청주서원구,365다나아가정의학과의원,043-904-8275,"충청북도 청주시 서원구 산남로 48, 3층 (산남동, 대운프라자)"
24년 09월 16일 06시,충북,청주서원구,성화메디컬의원,043-236-8007,"충청북도 청주시 서원구 신화로 33, 302호 (성화동)"
24년 09월 16일 06시,충북,충주시,박운식내과의원,043-851-9641,"충청북도 충주시 중앙로 73, 2층 (충인동)"
24년 09월 16일 06시,충북,영동군,아이랑온가족의원,043-745-9665,"충청북도 영동군 영동읍 계산로 91, 2층"
24년 09월 16일 06시,충북,증평군,김재기이비인후과의원,043-836-1551,"충청북도 증평군 증평읍 중앙로 208, (증평우체국)"
24년 09월 16일 06시,충북,옥천군,드림이비인후과의원,043-733-5800,"충청북도 옥천군 옥천읍 삼금로 11, 2층 (산부인과)"
24년 09월 16일 06시,충북,진천군,조이소아청소년과의원,043-537-7511,"충청북도 진천군 진천읍 중앙북로 63, 3층"
24년 09월 16일 06시,충북,음성군,대소신경외과의원,043-883-7112,"충청북도 음성군 대소면 오태로 71, 1~2층"
24년 09월 16일 06시,충북,증평군,박찬희신경과의원,043-836-9771,"충청북도 증평군 증평읍 역전로 53, (증평읍)"
24년 09월 16일 06시,충북,충주시,박봉안내과의원,043-847-7575,"충청북도 충주시 봉계1길 52, 2,3층 (칠금동)"
24년 09월 16일 06시,충북,진천군,햇님이비인후과의원,043-537-7874,"충청북도 진천군 덕산면 대하로 133, G플레이스 303호"
24년 09월 16일 06시,충북,청주상당구,의료법인 정산의료재단 효성병원,043-221-5000,"충청북도 청주시 상당구 쇠내로 16-0, 효성병원"
24년 09월 16일 06시,충북,청주서원구,충북대학교병원,043-269-6114,"충청북도 청주시 서원구 1순환로 776-0, 충북대학교병원"
24년 09월 16일 06시,충북,청주서원구,충청북도 청주의료원,043-279-2300,"충청북도 청주시 서원구 흥덕로 48-0, 청주의료원"
24년 09월 16일 06시,충북,충주시,건국대학교 충주병원,043-840-8200,"충청북도 충주시 국원대로 82-0, 건국대학교충주병원"
24년 09월 16일 06시,충북,청주서원구,의료법인샘의료재단청주복음병원,043-264-1000,"충청북도 청주시 서원구 사직대로 160-0, 두진하트리움에덴"
24년 09월 16일 06시,충북,청주청원구,뿌리병원,043-221-0119,"충청북도 청주시 청원구 내덕로 56,  (내덕동)"
24년 09월 16일 06시,충북,청주청원구,아이웰어린이병원,043-288-3535,"충청북도 청주시 청원구 주성로 273-0,  (주성동)"
24년 09월 16일 06시,충북,청주청원구,첼로병원,043-211-9090,"충청북도 청주시 청원구 향군로 132-0,  (내덕동)"
24년 09월 16일 06시,충북,충주시,김앤권병원,043-848-1123,"충청북도 충주시 번영대로 239-0, (연수동)"
24년 09월 16일 06시,충북,진천군,의료법인가은의료재단 혁신성모병원,043-533-1000,"충청북도 진천군 덕산읍 자안로 9-0,"
24년 09월 16일 06시,충북,청주청원구,서로손병원,043-211-0663,"충청북도 청주시 청원구 충청대로 98-0, 한길빌딩"
24년 09월 16일 06시,충북,청주서원구,서원요양병원,043-233-6000,"충청북도 청주시 서원구 남이면 남석로 316-26, 서원요양병원"
24년 09월 16일 06시,충북,보은군,의료법인브루노의료재단보은요양병원,043-544-7114,"충청북도 보은군 수한면 후평바리미길 31-0, 노인요양병원"
24년 09월 16일 06시,충북,청주서원구,청주시립요양병원,043-220-8000,"충청북도 청주시 서원구 궁뜰로62번길 29, (장성동)"
24년 09월 16일 06시,충북,충주시,의료법인 문화의료재단 문화실버요양병원,043-854-8802,"충청북도 충주시 국원대로 6-0,  (문화동)"
24년 09월 16일 06시,충북,영동군,영동군립노인전문병원,043-744-9633,"충청북도 영동군 영동읍 대학로 290, (영동읍)"
24년 09월 16일 06시,충북,청주서원구,정내과의원,043-262-6161,"충청북도 청주시 서원구 사직대로 123, (사창동)"
24년 09월 16일 06시,충북,옥천군,금강의원,043-731-8090,"충청북도 옥천군 옥천읍 삼양로 84-1, 삼천리자전거"
24년 09월 16일 06시,충북,영동군,서외과의원,043-742-1171,"충청북도 영동군 영동읍 학산영동로 1241, 1241"
24년 09월 16일 06시,충북,청주청원구,양내과의원,043-259-2237,"충청북도 청주시 청원구 상당로 295-3, 3층 (내덕동)"
24년 09월 16일 06시,충북,진천군,진천의원,043-533-2288,"충청북도 진천군 진천읍 중앙동로 56, (진천읍)"
24년 09월 16일 06시,충북,충주시,윤호배내과의원,043-847-8866,"충청북도 충주시 성서8길 24, 1.2층 (성서동)"
24년 09월 16일 06시,충북,충주시,백성흠정형외과의원,043-855-0507,"충청북도 충주시 안림로 50, (안림동)"
24년 09월 16일 06시,충북,영동군,소화의원,043-742-2277,"충청북도 영동군 영동읍 중앙로 48-1, (영동읍)"
24년 09월 16일 06시,충북,청주흥덕구,이영희외과의원,043-265-4408,"충청북도 청주시 흥덕구 사직대로 30, (복대동)"
24년 09월 16일 06시,충북,충주시,반기석소아청소년과의원,043-845-3955,"충청북도 충주시 예성로 177, (충인동)"
24년 09월 16일 06시,충북,청주상당구,도내과의원,043-253-9111,"충청북도 청주시 상당구 상당로 37, 2층 (남문로1가 1-6)"
24년 09월 16일 06시,충북,청주상당구,최동석소아청소년과의원,043-298-7000,"충청북도 청주시 상당구 월평로 182, (용암동)"
24년 09월 16일 06시,충북,청주흥덕구,옥산의원,043-269-3094,"충청북도 청주시 흥덕구 옥산면 옥산시내1길 26, (옥산면)"
24년 09월 16일 06시,충북,청주상당구,이재수내과의원,043-255-2233,"충청북도 청주시 상당구 청남로 2194-2, 2층,3층 (석교동)"
24년 09월 16일 06시,충북,청주흥덕구,고려의원,043-260-4006,"충청북도 청주시 흥덕구 옥산면 옥산시내1길 44, (옥산면)"
24년 09월 16일 06시,충북,청주청원구,정진영내과의원,043-212-3175,"충청북도 청주시 청원구 사뜸로 59, (율량동)"
24년 09월 16일 06시,충북,제천시,한빛의원,043-645-2676,"충청북도 제천시 하소로 64, (하소동)"
24년 09월 16일 06시,충북,보은군,김종수내과의원,043-543-0751,"충청북도 보은군 보은읍 보은로 97, (보은읍)"
24년 09월 16일 06시,충북,청주서원구,제일가정의학과의원,043-292-2202,"충청북도 청주시 서원구 수곡로 55, (수곡동)"
24년 09월 16일 06시,충북,청주상당구,상당이비인후과의원,043-298-8007,"충청북도 청주시 상당구 중고개로 181, 2층 (용암동)"
24년 09월 16일 06시,충북,옥천군,옥천성심의원,043-731-7576,"충청북도 옥천군 옥천읍 삼양로 91, 2층"
24년 09월 16일 06시,충북,괴산군,조내과의원,043-834-1021,"충청북도 괴산군 괴산읍 괴강로 17, (괴산읍)"
24년 09월 16일 06시,충북,청주서원구,유림가정의학과의원,043-295-5001,"충청북도 청주시 서원구 월평로 69, (분평동)"
24년 09월 16일 06시,충북,충주시,이승민내과의원,043-854-6336,"충청북도 충주시 번영대로 190, (연수동)"
24년 09월 16일 06시,충북,영동군,정준내과의원,043-744-3579,"충청북도 영동군 영동읍 중앙로 33, (영동읍)"
24년 09월 16일 06시,충북,청주상당구,서울연합항외과의원,043-255-5900,"충청북도 청주시 상당구 상당로 12, (서운동)"
24년 09월 16일 06시,충북,진천군,준소아청소년과의원,043-535-2570,"충청북도 진천군 덕산읍 연미1길 43, 포유타워 201호"
24년 09월 16일 06시,충북,청주청원구,이성웅외과의원,043-212-5406,"충청북도 청주시 청원구 충청대로 121, (율량동)"
24년 09월 16일 06시,충북,옥천군,옥천제일의원,043-733-2929,"충청북도 옥천군 옥천읍 금장로 24, (옥천읍)"
24년 09월 16일 06시,충북,영동군,현대의원,043-743-0088,"충청북도 영동군 영동읍 계산로 29-1, (의원)"
24년 09월 16일 06시,충북,청주청원구,성누가의원,043-212-5117,"충청북도 청주시 청원구 율봉로 217-2, 축복의료회 203호 (율량동)"
24년 09월 16일 06시,충북,제천시,강신구내과의원,043-646-5858,"충청북도 제천시 의림대로 128, (중앙로1가)"
24년 09월 16일 06시,충북,증평군,세성가정의학과의원,043-836-2121,"충청북도 증평군 증평읍 광장로 123, (증평읍)"
24년 09월 16일 06시,충북,음성군,중앙외과의원,043-878-1331,"충청북도 음성군 삼성면 덕정로 72-1, (삼성면)"
24년 09월 16일 06시,충북,청주서원구,이광래소아과의원,043-295-3310,"충청북도 청주시 서원구 1순환로1137번길 102, 2층 (분평동)"
24년 09월 16일 06시,충북,청주청원구,장이비인후과의원,043-216-2277,"충청북도 청주시 청원구 공항로 162-2, 2층 (율량동)"
24년 09월 16일 06시,충북,청주서원구,서울소아청소년과의원,043-296-8275,"충청북도 청주시 서원구 청남로 2010, 2층 (분평동)"
24년 09월 16일 06시,충북,제천시,김동준소아청소년과의원,043-644-6080,"충청북도 제천시 청전대로 171, (청전동)"
24년 09월 16일 06시,충북,증평군,연세이비인후과의원,043-836-8333,"충청북도 증평군 증평읍 중앙로 218, 충일빌딩 5층"
24년 09월 16일 06시,충북,청주서원구,소망가정의학과의원,043-285-1112,"충청북도 청주시 서원구 구룡산로 321, 2층 (수곡동)"
24년 09월 16일 06시,충북,청주청원구,이경은소아청소년과의원,043-218-5959,"충청북도 청주시 청원구 사뜸로 37, 3층 (율량동)"
24년 09월 16일 06시,충북,청주청원구,윤가정의학과의원,043-215-5574,"충청북도 청주시 청원구 충청대로 53, 3층 (내덕동)"
24년 09월 16일 06시,충북,청주청원구,다솜소아청소년과의원,043-211-7089,"충청북도 청주시 청원구 새터로 172, (사천동)"
24년 09월 16일 06시,충북,청주상당구,이소아청소년과의원,043-286-8253,"충청북도 청주시 상당구 중고개로 180-5, (용암동)"
24년 09월 16일 06시,충북,영동군,밝은세상의원,043-744-0582,"충청북도 영동군 영동읍 중앙로4길 8, 1층"
24년 09월 16일 06시,충북,음성군,효성가정의학과의원,043-873-3760,"충청북도 음성군 음성읍 중앙로 119, 1층"
24년 09월 16일 06시,충북,청주서원구,성화고운가정의학과의원,043-233-7585,"충청북도 청주시 서원구 신화로32번길 2, 202호 (성화동, 성화빌딩)"
24년 09월 16일 06시,충북,청주청원구,제일가정의학과의원,043-215-7500,"충청북도 청주시 청원구 내수읍 내수로 643, 2층"
24년 09월 16일 06시,충북,청주청원구,서울이비인후과의원,043-214-8275,"충청북도 청주시 청원구 공항로 126, 3층 (율량동)"
24년 09월 16일 06시,충북,영동군,한사랑재활의학과의원,043-743-7588,"충청북도 영동군 영동읍 중앙로1길 4, 6-1"
24년 09월 16일 06시,충북,음성군,서울연합의원,043-883-2700,"충청북도 음성군 대소면 오태로 175, (대소면)"
24년 09월 16일 06시,충북,청주상당구,드림소아청소년과의원,043-237-9949,"충청북도 청주시 상당구 중고개로 115, 3층 304,305호 (용암동)"
24년 09월 16일 06시,충북,청주청원구,(사)대한신장복지회 대신의원,043-224-0825,"충청북도 청주시 청원구 충청대로 93, 지하1층, 지상 1, 2층 (율량동)"
24년 09월 16일 06시,충북,제천시,연세푸른정형외과의원,043-653-7575,"충청북도 제천시 용두천로 98, (남천동)"
24년 09월 16일 06시,충북,청주청원구,한사랑메디칼의원,043-215-2152,"충청북도 청주시 청원구 오창읍 과학산업3로 202-7, (오창읍)"
24년 09월 16일 06시,충북,음성군,금왕고내과의원,043-883-0990,"충청북도 음성군 금왕읍 무극로 276-1, 3층"
24년 09월 16일 06시,충북,음성군,상쾌한이비인후과의원,043-881-8277,"충청북도 음성군 금왕읍 무극로 294-1, 2층"
24년 09월 16일 06시,충북,충주시,탑조은의원,043-848-3297,"충청북도 충주시 중앙탑면 원앙9길 18-2, 센텀빌딩 2층"
24년 09월 16일 06시,충북,음성군,미래연합의원,043-872-2045,"충청북도 음성군 음성읍 수정로 55, (음성읍)"
24년 09월 16일 06시,충북,청주청원구,속튼튼내과의원,043-218-3363,"충청북도 청주시 청원구 충청대로 179, 5층 402호 (주중동)"
24년 09월 16일 06시,충북,청주상당구,속시원내과의원,043-292-2920,"충청북도 청주시 상당구 중고개로 137, 4층 (용암동)"
24년 09월 16일 06시,충북,청주청원구,두리이비인후과의원,043-253-2275,"충청북도 청주시 청원구 오창읍 중심상업로 31-4, 2층 (엔젤오메가빌딩)"
24년 09월 16일 06시,충북,증평군,성모이안내과의원,043-760-8585,"충청북도 증평군 증평읍 중앙로 213, 2층"
24년 09월 16일 06시,충북,청주상당구,동남이비인후과의원,043-291-5575,"충청북도 청주시 상당구 중고개로 129, 3층 5,6호 (용암동)"
24년 09월 16일 06시,충북,충주시,강승모내과의원,043-845-5534,"충청북도 충주시 계명대로 20, 4~5층 (칠금동)"
24년 09월 16일 06시,충북,제천시,정다운내과의원,043-653-7722,"충청북도 제천시 의림대로 222, 두손메디칼센타 3층 (청전동)"
24년 09월 16일 06시,충북,제천시,재림메디칼의원,043-647-1000,"충청북도 제천시 청전대로 216, 2,4,7층층 (장락동)"
24년 09월 16일 06시,충북,음성군,별소아청소년과의원,043-883-5275,"충청북도 음성군 맹동면 원중로 1438, 4층"
24년 09월 16일 06시,충북,청주상당구,늘편한장사랑의원,043-715-7517,"충청북도 청주시 상당구 중고개로 333, 5층 502호 (금천동)"
24년 09월 16일 06시,충북,옥천군,연세편한내과의원,043-762-7582,"충청북도 옥천군 옥천읍 삼양로 93, 2층"
24년 09월 16일 06시,충북,진천군,박소아청소년과의원,043-532-2575,"충청북도 진천군 진천읍 중앙동로 100, (진천읍)"
24년 09월 16일 06시,충북,음성군,의료법인 음성소망의료재단 음성소망병원,043-878-4111,"충청북도 음성군 생극면 일생로 518, (생극면)"
24년 09월 16일 06시,충북,단양군,단양의원,043-423-9114,"충청북도 단양군 단양읍 삼봉로 316, (단양읍)"
24년 09월 16일 06시,충북,청주청원구,아이맘심소아청소년과의원,043-241-8275,"충청북도 청주시 청원구 오창읍 오창중앙로 47-16, 201호 (우림필유 2차아파트 상가)"
24년 09월 16일 06시,충북,청주청원구,신정우이비인후과의원,043-212-9090,"충청북도 청주시 청원구 오창읍 오창중앙로 119, (오창읍)"
24년 09월 16일 06시,충북,제천시,서울연합내과의원,043-651-9100,"충청북도 제천시 청전대로 182, 비둘기아파트 (청전동)"
24년 09월 16일 06시,충북,청주흥덕구,의료법인한마음의료재단하나병원,043-230-6114,"충청북도 청주시 흥덕구 2순환로 1262-0, 하나병원"
24년 09월 16일 06시,충북,청주상당구,우상민내과의원,043-224-7582,"충청북도 청주시 상당구 청남로 2199, 2층 (석교동)"
24년 09월 16일 06시,충북,청주서원구,의료법인 참사랑재단 참사랑요양병원,043-298-9100,"충청북도 청주시 서원구 청남로 1910-0,  (미평동)"
24년 09월 16일 06시,충북,음성군,의료법인 순원의료재단 굿모닝요양병원,043-878-8600,"충청북도 음성군 대소면 대금로 532-0, (대소면)"
24년 09월 16일 06시,충북,영동군,의료법인 조윤의료재단 영동병원,043-740-9000,"충청북도 영동군 영동읍 대학로 106-0, 영동병원"
24년 09월 16일 06시,충북,제천시,킴스정형외과의원,043-652-0113,"충청북도 제천시 의림대로 139, (중앙로2가)"
24년 09월 16일 06시,충북,청주서원구,정성내과의원,043-291-5355,"충청북도 청주시 서원구 1순환로1107번길 39, (분평동, 슈퍼팜빌딩)"
24년 09월 16일 06시,충북,청주서원구,김이비인후과의원,043-292-8275,"충청북도 청주시 서원구 구룡산로 246, 2층 (수곡동)"
24년 09월 16일 06시,충북,제천시,신화의원,043-643-5373,"충청북도 제천시 명륜로 71, (의림동)"
24년 09월 16일 06시,충북,진천군,연세좋은의원,043-753-7557,"충청북도 진천군 덕산읍 시가로 10, 3층"
24년 09월 16일 06시,충북,청주흥덕구,박남규내과의원,043-277-8275,"충청북도 청주시 흥덕구 사직대로 68, 2층 (복대동)"
24년 09월 16일 06시,충북,음성군,성신의원,043-877-2080,"충청북도 음성군 대소면 오태로 62-1, 62"
24년 09월 16일 06시,충북,충주시,충청북도 충주의료원,043-871-0114,"충청북도 충주시 안림로 239-50, 충청북도충주의료원"
24년 09월 16일 06시,충북,제천시,의료법인 자산의료재단 제천서울병원,043-642-7606,"충청북도 제천시 숭문로 57-0, 서울병원"
24년 09월 16일 06시,충북,청주서원구,새빛병원,043-234-7509,"충청북도 청주시 서원구 서부로 1350,  (성화동)"
24년 09월 16일 06시,충북,청주서원구,카톨릭병원,043-274-4401,"충청북도 청주시 서원구 사직대로 277, (사직동)"
24년 09월 16일 06시,충북,보은군,의료법인 정민의료재단 보은한양병원,043-544-1500,"충청북도 보은군 보은읍 보은로 102-0, (보은읍)"
24년 09월 16일 06시,충북,괴산군,의료법인 명신의료재단 괴산서부병원,043-834-8275,"충청북도 괴산군 괴산읍 읍내로 259-0, 서부병원"
24년 09월 16일 06시,충북,괴산군,의료법인 대광의료재단 괴산성모병원,043-830-5400,"충청북도 괴산군 괴산읍 임꺽정로 116-0, 괴산성모병원"
24년 09월 16일 06시,충북,청주서원구,김상오비뇨기과의원,043-286-6933,"충청북도 청주시 서원구 구룡산로 237, 2층 (수곡동)"
24년 09월 16일 06시,충북,청주흥덕구,녹십자외과의원,043-263-5533,"충청북도 청주시 흥덕구 직지대로 575, 1층 (봉명동)"
24년 09월 16일 06시,충북,청주흥덕구,미래여성산부인과의원,043-267-2545,"충청북도 청주시 흥덕구 사직대로 42, (복대동, 미래여성산부인과의원)"
24년 09월 16일 06시,충북,청주서원구,김병태내과의원,043-283-9999,"충청북도 청주시 서원구 청남로 2114, (모충동)"
24년 09월 16일 06시,충북,청주청원구,주성의원,043-255-2010,"충청북도 청주시 청원구 상당로 307, (내덕동)"
24년 09월 16일 06시,충북,진천군,성심흉부외과의원,043-533-2900,"충청북도 진천군 진천읍 중앙북4길 30, (진천읍)"
24년 09월 16일 06시,충북,청주서원구,김명수내과의원,043-284-5356,"충청북도 청주시 서원구 구룡산로 386, (수곡동, 김명수내과의원)"
24년 09월 16일 06시,충북,청주흥덕구,연세이비인후과의원,043-268-5925,"충청북도 청주시 흥덕구 풍산로 32, 1층 2층 (가경동)"
24년 09월 16일 06시,충북,영동군,배일훈내과의원,043-744-5111,"충청북도 영동군 영동읍 중앙로1길 4, (의원)"
24년 09월 16일 06시,충북,옥천군,김내과의원,043-733-7887,"충청북도 옥천군 옥천읍 삼금로 33-1, (옥천읍)"
24년 09월 16일 06시,충북,청주흥덕구,김앤박내과의원,043-233-0429,"충청북도 청주시 흥덕구 복대로 179, 2층4층 (복대동)"
24년 09월 16일 06시,충북,옥천군,장내과의원,043-732-1488,"충청북도 옥천군 옥천읍 금장로 23, (옥천읍)"
24년 09월 16일 06시,충북,옥천군,청산서울의원,043-733-7703,"충청북도 옥천군 청산면 지전길 36-11, (청산면)"
24년 09월 16일 06시,충북,음성군,중앙흉부외과의원,043-872-6316,"충청북도 음성군 음성읍 수정로32번길 4, (음성읍)"
24년 09월 16일 06시,충북,청주상당구,길소아청소년과의원,043-293-0539,"충청북도 청주시 상당구 원봉로 21, 204호 (용암동, 태암소라아파트상가)"
24년 09월 16일 06시,충북,영동군,오정형외과의원,043-742-3711,"충청북도 영동군 영동읍 계산로 5, (영동읍)"
24년 09월 16일 06시,충북,음성군,의료법인 태성의료재단 제일조은병원,043-883-8800,"충청북도 음성군 금왕읍 음성로1230번길 10-0,"
24년 09월 16일 06시,충북,청주흥덕구,정덕용의원,043-232-6944,"충청북도 청주시 흥덕구 풍년로 26, 204호 (가경동, 명인플러스)"
24년 09월 16일 06시,충북,청주서원구,선이비인후과의원,043-236-8700,"충청북도 청주시 서원구 경신로 31-1, 203층 (개신동, 스타타워 빌딩)"
24년 09월 16일 06시,충북,청주흥덕구,혜성의원,043-236-7012,"충청북도 청주시 흥덕구 강내면 태성탑연로 457, (강내면)"
24년 09월 16일 06시,충북,충주시,의료법인 목민의료재단 충주성모요양병원,043-844-2000,"충청북도 충주시 앙성면 산전장수2길 55, (앙성면)"
24년 09월 16일 06시,충북,청주청원구,내덕중앙의원,043-211-5942,"충청북도 청주시 청원구 안덕벌로 40, 2층 (내덕동)"
24년 09월 16일 06시,충북,충주시,오미희내과의원,043-854-7533,"충청북도 충주시 국원대로 179, (금릉동)"
24년 09월 16일 06시,충북,청주서원구,현대이비인후과의원,043-296-0233,"충청북도 청주시 서원구 1순환로1137번길 102, 2층 (분평동)"
24년 09월 16일 06시,충북,청주서원구,삼성가정의학과의원,043-263-2227,"충청북도 청주시 서원구 모충로 168, 2층 (모충동)"
24년 09월 16일 06시,충북,충주시,연세이비인후과의원,043-851-8275,"충청북도 충주시 봉계1길 66, (칠금동)"
24년 09월 16일 06시,충북,청주흥덕구,문이비인후과의원,043-231-9569,"충청북도 청주시 흥덕구 풍산로 26, 2층 (가경동, 대한빌딩)"
24년 09월 16일 06시,충북,청주흥덕구,한빛메디컬의원,043-266-7582,"충청북도 청주시 흥덕구 백봉로223번길 2, (봉명동)"
24년 09월 16일 06시,충북,충주시,권향미소아과의원,043-848-4567,"충청북도 충주시 예성로 188, (성내동)"
24년 09월 16일 06시,충북,진천군,진천중앙재활의학과의원,043-534-7117,"충청북도 진천군 진천읍 중앙서1길 6, (진천읍)"
24년 09월 16일 06시,충북,청주상당구,김영태신경외과의원,043-258-0174,"충청북도 청주시 상당구 단재로 21-1, (석교동)"
24년 09월 16일 06시,충북,청주상당구,고은소아과의원,043-284-9898,"충청북도 청주시 상당구 용암북로138번길 36, 2층 (용암동)"
24년 09월 16일 06시,충북,청주서원구,전청우이비인후과의원,043-274-7575,"충청북도 청주시 서원구 모충로 18, (개신동, 드림빌딩)"
24년 09월 16일 06시,충북,청주흥덕구,청주기독의원,043-235-7771,"충청북도 청주시 흥덕구 증안로 54, 2층 (복대동)"
24년 09월 16일 06시,충북,청주상당구,연세베스토내과의원,043-285-7582,"충청북도 청주시 상당구 용암북로138번길 35, (용암동)"
24년 09월 16일 06시,충북,충주시,삼성내과의원,043-842-1501,"충청북도 충주시 봉계1길 60, (칠금동)"
24년 09월 16일 06시,충북,청주흥덕구,봄이비인후과의원,043-276-7582,"충청북도 청주시 흥덕구 송화로 172, 2층 (송절동)"
24년 09월 16일 06시,충북,청주서원구,행복가정의학과의원,043-267-8275,"충청북도 청주시 서원구 예체로 55, 307호 (사직동, 푸르지오캐슬상가)"
24년 09월 16일 06시,충북,청주흥덕구,휴이비인후과의원,043-237-0603,"충청북도 청주시 흥덕구 오송읍 오송생명로 206, 4층 (백천빌딩)"
24년 09월 16일 06시,충북,제천시,한사랑외과의원,043-644-3800,"충청북도 제천시 풍양로 107, (중앙로1가)"
24년 09월 16일 06시,충북,충주시,김경아가정의학과의원,724-9600,"충청북도 충주시 봉계1길 64, 2층 (칠금동)"
24년 09월 16일 06시,충북,청주청원구,드림이비인후과의원,043-214-3993,"충청북도 청주시 청원구 주성로 269, 미래빌딩 3층 301호 (주성동)"
24년 09월 16일 06시,충북,제천시,이원재내과의원,043-648-7553,"충청북도 제천시 용두천로 117, 제천메디컬센터 4층 (중앙로1가)"
24년 09월 16일 06시,충북,단양군,단양군립노인요양병원,043-423-8844,"충청북도 단양군 단양읍 별곡6길 10, 단양군노인요양전문병원"
24년 09월 16일 06시,충북,청주흥덕구,권대현소아청소년과의원,043-260-5582,"충청북도 청주시 흥덕구 사운로 292, 701호 (운천동)"
24년 09월 16일 06시,충북,청주흥덕구,두리이비인후과의원,043-233-2275,"충청북도 청주시 흥덕구 가경로 8, 태양빌딩 3층,4층,7층 (가경동)"
24년 09월 16일 06시,충북,청주서원구,오페라연합의원,043-274-9700,"충청북도 청주시 서원구 사직대로 132, 2~3층 (사창동)"
